"Churn","SeniorCitizen","Dependents","tenure","MultipleLines","InternetService","PaperlessBilling","PaymentMethod","TotalCharges","Contrat_par_mois"
1,"No","No",21,"Yes","Fiber optic","Yes","Electronic check",1852.85,"Yes"
1,"No","No",2,"No_phone_service","DSL","Yes","Credit card (automatic)",77.15,"Yes"
0,"No","No",44,"No_phone_service","DSL","No","Bank transfer (automatic)",2390.45,"No"
0,"No","Yes",30,"No","DSL","No","Bank transfer (automatic)",1923.5,"Yes"
1,"No","No",4,"Yes","Fiber optic","No","Electronic check",338.1,"Yes"
1,"No","Yes",35,"No","Fiber optic","Yes","Electronic check",3030.6,"No"
0,"No","No",1,"No","Fiber optic","No","Credit card (automatic)",75.35,"Yes"
0,"Yes","No",23,"Yes","Fiber optic","Yes","Electronic check",2184.85,"Yes"
0,"No","Yes",22,"No_phone_service","DSL","Yes","Credit card (automatic)",1031.4,"No"
0,"No","Yes",42,"No","Fiber optic","Yes","Electronic check",3875.4,"Yes"
1,"No","Yes",33,"No","Fiber optic","Yes","Electronic check",3124.5,"No"
0,"No","Yes",67,"Yes","Fiber optic","Yes","Bank transfer (automatic)",6689,"No"
0,"No","No",15,"Yes","Fiber optic","No","Electronic check",1451.1,"Yes"
0,"No","No",67,"Yes","Fiber optic","Yes","Electronic check",6368.2,"No"
0,"No","Yes",53,"No","DSL","Yes","Mailed check",3729.6,"No"
0,"No","Yes",40,"No","DSL","Yes","Mailed check",2847.2,"Yes"
0,"No","No",39,"No_phone_service","DSL","Yes","Electronic check",1494.5,"Yes"
0,"No","Yes",8,"No","DSL","Yes","Electronic check",475.1,"Yes"
1,"Yes","No",7,"Yes","Fiber optic","Yes","Credit card (automatic)",673.1,"Yes"
1,"No","No",6,"No_phone_service","DSL","Yes","Credit card (automatic)",208.7,"Yes"
0,"No","No",49,"Yes","DSL","Yes","Bank transfer (automatic)",3199,"No"
0,"No","No",65,"Yes","Fiber optic","Yes","Electronic check",5844.65,"No"
0,"No","No",55,"No","DSL","No","Bank transfer (automatic)",2462.6,"No"
0,"No","Yes",71,"Yes","DSL","No","Bank transfer (automatic)",6263.8,"No"
0,"No","No",35,"Yes","Fiber optic","Yes","Mailed check",3403.4,"Yes"
1,"Yes","No",3,"Yes","Fiber optic","Yes","Electronic check",237.75,"Yes"
1,"No","No",1,"No","Fiber optic","No","Electronic check",75.3,"Yes"
0,"No","No",17,"Yes","Fiber optic","Yes","Bank transfer (automatic)",1672.1,"Yes"
0,"No","No",72,"Yes","Fiber optic","Yes","Credit card (automatic)",7881.2,"No"
0,"No","Yes",28,"No","Fiber optic","Yes","Bank transfer (automatic)",2320.8,"No"
1,"Yes","No",40,"No","Fiber optic","Yes","Credit card (automatic)",4062.2,"No"
0,"No","No",52,"No","DSL","Yes","Electronic check",3043.7,"Yes"
0,"No","No",47,"No","DSL","Yes","Bank transfer (automatic)",2723.4,"Yes"
0,"No","No",23,"No","DSL","No","Credit card (automatic)",1081.25,"Yes"
0,"No","Yes",66,"No","DSL","No","Mailed check",4097.05,"No"
0,"No","No",8,"Yes","Fiber optic","Yes","Electronic check",632.2,"Yes"
1,"Yes","No",47,"No","Fiber optic","No","Mailed check",4042.3,"Yes"
0,"No","Yes",71,"Yes","Fiber optic","No","Credit card (automatic)",8166.8,"No"
0,"Yes","No",50,"Yes","Fiber optic","Yes","Electronic check",4113.7,"Yes"
0,"No","No",46,"No","DSL","No","Mailed check",3047.15,"No"
1,"No","No",1,"No","Fiber optic","No","Electronic check",70.4,"Yes"
0,"No","No",66,"No_phone_service","DSL","Yes","Bank transfer (automatic)",4193.4,"No"
0,"No","No",42,"Yes","Fiber optic","Yes","Credit card (automatic)",3729.75,"Yes"
0,"No","No",5,"No","Fiber optic","Yes","Mailed check",399.45,"Yes"
1,"No","Yes",7,"No","DSL","Yes","Electronic check",331.3,"No"
0,"No","No",29,"Yes","DSL","No","Credit card (automatic)",1964.6,"No"
0,"No","Yes",27,"No","DSL","No","Mailed check",1336.15,"Yes"
1,"Yes","No",15,"No","Fiber optic","Yes","Credit card (automatic)",1147.45,"Yes"
1,"No","No",11,"Yes","Fiber optic","Yes","Electronic check",1078.9,"Yes"
0,"No","No",57,"Yes","Fiber optic","Yes","Electronic check",5925.75,"Yes"
1,"No","No",67,"Yes","Fiber optic","Yes","Bank transfer (automatic)",7804.15,"No"
0,"Yes","No",47,"Yes","Fiber optic","No","Electronic check",4747.2,"Yes"
0,"No","No",13,"No","Fiber optic","Yes","Mailed check",1028.9,"Yes"
1,"No","No",8,"No_phone_service","DSL","Yes","Electronic check",226.45,"Yes"
1,"No","No",44,"Yes","Fiber optic","Yes","Electronic check",4364.1,"Yes"
0,"No","Yes",71,"Yes","DSL","Yes","Electronic check",4692.55,"No"
1,"Yes","No",24,"Yes","Fiber optic","Yes","Electronic check",2433.9,"Yes"
1,"Yes","No",15,"Yes","Fiber optic","Yes","Electronic check",1217.25,"Yes"
0,"Yes","No",2,"Yes","Fiber optic","Yes","Mailed check",154.3,"Yes"
0,"Yes","No",55,"Yes","Fiber optic","Yes","Electronic check",6382.55,"Yes"
0,"Yes","No",71,"Yes","Fiber optic","Yes","Electronic check",7623.2,"No"
0,"No","No",1,"No","Fiber optic","Yes","Electronic check",89.25,"Yes"
0,"No","No",66,"Yes","Fiber optic","Yes","Bank transfer (automatic)",6779.05,"No"
0,"No","Yes",49,"No","DSL","Yes","Mailed check",4345,"No"
0,"Yes","No",3,"No_phone_service","DSL","Yes","Electronic check",82.85,"Yes"
0,"No","Yes",11,"Yes","Fiber optic","No","Electronic check",893.2,"Yes"
0,"No","No",28,"No_phone_service","DSL","Yes","Credit card (automatic)",810.85,"Yes"
0,"No","No",65,"Yes","Fiber optic","Yes","Electronic check",6347.55,"No"
0,"Yes","No",41,"No","Fiber optic","Yes","Electronic check",3851.45,"Yes"
1,"No","Yes",17,"Yes","Fiber optic","Yes","Electronic check",1743.5,"Yes"
0,"No","No",30,"No","Fiber optic","Yes","Bank transfer (automatic)",2638.1,"No"
0,"No","No",17,"No","DSL","No","Mailed check",946.95,"No"
0,"No","Yes",16,"No","DSL","No","Bank transfer (automatic)",1114.85,"No"
0,"No","No",9,"Yes","Fiber optic","Yes","Electronic check",684.85,"Yes"
0,"No","No",1,"No","Fiber optic","No","Electronic check",74.35,"Yes"
0,"No","Yes",23,"No","DSL","No","Electronic check",1312.45,"Yes"
0,"No","Yes",19,"No_phone_service","DSL","Yes","Mailed check",610.2,"Yes"
0,"No","No",7,"Yes","DSL","Yes","Electronic check",404.35,"Yes"
1,"Yes","No",1,"No","Fiber optic","Yes","Electronic check",69.65,"Yes"
0,"No","No",61,"Yes","Fiber optic","No","Electronic check",6363.45,"No"
0,"No","No",57,"No","DSL","Yes","Credit card (automatic)",4124.65,"No"
1,"No","No",9,"No","Fiber optic","Yes","Electronic check",713.1,"Yes"
0,"No","Yes",15,"No","DSL","No","Mailed check",950.75,"No"
0,"No","No",12,"No","DSL","No","Bank transfer (automatic)",505.95,"Yes"
0,"No","Yes",4,"No","DSL","No","Electronic check",169.65,"Yes"
1,"No","No",7,"No","Fiber optic","Yes","Mailed check",526.7,"Yes"
0,"No","Yes",26,"No_phone_service","DSL","No","Mailed check",1147,"Yes"
1,"Yes","No",36,"Yes","Fiber optic","Yes","Electronic check",3021.6,"Yes"
0,"No","No",53,"Yes","Fiber optic","Yes","Bank transfer (automatic)",5718.2,"No"
1,"No","No",3,"No","DSL","Yes","Electronic check",191.35,"Yes"
0,"No","No",68,"No_phone_service","DSL","No","Credit card (automatic)",4539.6,"No"
0,"No","Yes",72,"Yes","DSL","Yes","Credit card (automatic)",6397.6,"No"
1,"Yes","Yes",34,"Yes","Fiber optic","Yes","Mailed check",2718.3,"Yes"
0,"No","No",68,"Yes","Fiber optic","Yes","Bank transfer (automatic)",5711.05,"No"
0,"No","Yes",50,"No","DSL","Yes","Credit card (automatic)",3478.15,"No"
1,"Yes","No",1,"No_phone_service","DSL","Yes","Electronic check",36.45,"Yes"
0,"Yes","No",41,"Yes","Fiber optic","Yes","Electronic check",4133.95,"Yes"
0,"Yes","No",30,"Yes","Fiber optic","Yes","Electronic check",2917.65,"Yes"
0,"No","No",1,"Yes","DSL","No","Electronic check",54.3,"Yes"
0,"Yes","Yes",29,"Yes","Fiber optic","Yes","Electronic check",2964.8,"Yes"
0,"No","Yes",23,"Yes","DSL","Yes","Credit card (automatic)",2198.3,"No"
1,"No","Yes",22,"No","Fiber optic","Yes","Electronic check",2001.5,"Yes"
0,"No","No",72,"No","DSL","Yes","Bank transfer (automatic)",5336.35,"No"
0,"Yes","No",66,"Yes","Fiber optic","No","Bank transfer (automatic)",7238.6,"No"
0,"No","No",72,"Yes","Fiber optic","Yes","Electronic check",7998.8,"No"
1,"Yes","No",47,"Yes","Fiber optic","No","Electronic check",3825.85,"Yes"
0,"No","No",51,"Yes","Fiber optic","Yes","Electronic check",5703.25,"No"
0,"No","Yes",70,"Yes","Fiber optic","Yes","Electronic check",7397,"No"
0,"No","Yes",59,"Yes","Fiber optic","Yes","Mailed check",6555.2,"No"
0,"No","Yes",3,"No","DSL","No","Mailed check",225.65,"Yes"
0,"Yes","No",38,"No_phone_service","DSL","Yes","Electronic check",955.75,"Yes"
0,"No","No",37,"Yes","Fiber optic","No","Bank transfer (automatic)",3382.3,"Yes"
0,"No","No",37,"No","DSL","No","Bank transfer (automatic)",2313.8,"No"
1,"Yes","No",24,"No_phone_service","DSL","Yes","Credit card (automatic)",933.3,"Yes"
0,"No","Yes",14,"No","DSL","No","Bank transfer (automatic)",780.85,"Yes"
0,"No","No",72,"Yes","Fiber optic","Yes","Credit card (automatic)",7852.4,"No"
1,"No","No",53,"No_phone_service","DSL","Yes","Electronic check",3184.25,"No"
1,"No","No",8,"Yes","Fiber optic","Yes","Electronic check",764.95,"Yes"
0,"No","Yes",72,"No_phone_service","DSL","No","Credit card (automatic)",2763,"No"
0,"Yes","No",17,"Yes","Fiber optic","Yes","Electronic check",1614.7,"Yes"
1,"No","Yes",2,"No","Fiber optic","Yes","Bank transfer (automatic)",145.4,"Yes"
1,"No","No",48,"No_phone_service","DSL","No","Mailed check",1604.5,"No"
0,"No","No",29,"No","DSL","No","Credit card (automatic)",1734.5,"No"
0,"Yes","Yes",65,"Yes","Fiber optic","Yes","Electronic check",7047.5,"No"
0,"No","No",8,"Yes","DSL","Yes","Bank transfer (automatic)",573.15,"Yes"
0,"Yes","No",45,"Yes","Fiber optic","Yes","Bank transfer (automatic)",4459.8,"No"
0,"No","Yes",72,"Yes","Fiber optic","Yes","Credit card (automatic)",7459,"No"
0,"No","No",7,"Yes","Fiber optic","No","Electronic check",639.7,"Yes"
0,"No","No",9,"No","DSL","Yes","Mailed check",348.15,"Yes"
1,"Yes","No",43,"Yes","Fiber optic","Yes","Electronic check",4533.9,"No"
0,"No","Yes",58,"Yes","Fiber optic","No","Bank transfer (automatic)",5563.65,"No"
1,"Yes","No",16,"Yes","Fiber optic","Yes","Electronic check",1587.55,"Yes"
1,"No","No",8,"No","Fiber optic","No","Electronic check",842.9,"Yes"
0,"No","No",40,"Yes","Fiber optic","No","Bank transfer (automatic)",4228.55,"No"
0,"No","No",9,"Yes","Fiber optic","Yes","Electronic check",784.45,"Yes"
0,"No","No",41,"No","Fiber optic","Yes","Electronic check",3729.75,"No"
0,"No","No",26,"No","DSL","Yes","Credit card (automatic)",1406.9,"Yes"
0,"No","No",33,"No","DSL","Yes","Credit card (automatic)",1857.3,"No"
0,"No","Yes",68,"No","Fiber optic","No","Credit card (automatic)",7322.5,"No"
0,"Yes","No",65,"No","Fiber optic","Yes","Credit card (automatic)",6725.5,"No"
0,"No","No",55,"No","DSL","Yes","Electronic check",3627.3,"No"
1,"No","No",20,"Yes","Fiber optic","Yes","Electronic check",1761.45,"Yes"
0,"No","No",19,"No","Fiber optic","Yes","Credit card (automatic)",1725.95,"No"
0,"No","No",45,"Yes","Fiber optic","Yes","Credit card (automatic)",4192.15,"Yes"
1,"No","No",2,"No","Fiber optic","Yes","Electronic check",164.5,"Yes"
1,"No","No",27,"Yes","Fiber optic","Yes","Mailed check",2724.6,"Yes"
0,"No","Yes",72,"No_phone_service","DSL","No","Credit card (automatic)",4671.7,"No"
0,"No","No",12,"Yes","Fiber optic","No","Electronic check",1173.55,"Yes"
1,"Yes","No",5,"No","Fiber optic","Yes","Mailed check",318.5,"Yes"
0,"Yes","No",71,"Yes","Fiber optic","Yes","Electronic check",7713.55,"Yes"
0,"Yes","No",35,"No","DSL","Yes","Electronic check",2471.25,"No"
0,"No","Yes",70,"Yes","Fiber optic","No","Credit card (automatic)",7842.3,"No"
0,"No","No",31,"Yes","Fiber optic","Yes","Electronic check",2227.8,"Yes"
1,"No","Yes",52,"Yes","Fiber optic","Yes","Bank transfer (automatic)",4990.25,"No"
1,"Yes","No",37,"Yes","Fiber optic","Yes","Electronic check",3744.05,"Yes"
1,"No","No",69,"Yes","Fiber optic","Yes","Bank transfer (automatic)",7220.35,"No"
0,"Yes","No",30,"Yes","Fiber optic","No","Mailed check",2351.45,"Yes"
0,"No","No",33,"Yes","Fiber optic","Yes","Electronic check",2989.6,"Yes"
0,"Yes","No",54,"Yes","Fiber optic","Yes","Electronic check",6077.75,"No"
0,"No","No",59,"Yes","DSL","No","Bank transfer (automatic)",4070.95,"No"
0,"Yes","No",55,"No_phone_service","DSL","Yes","Electronic check",2479.05,"Yes"
0,"Yes","No",69,"No_phone_service","DSL","Yes","Credit card (automatic)",2134.3,"No"
0,"No","No",66,"Yes","Fiber optic","Yes","Bank transfer (automatic)",6000.1,"No"
0,"No","Yes",37,"No","DSL","Yes","Mailed check",2203.1,"No"
0,"No","Yes",69,"Yes","DSL","No","Bank transfer (automatic)",6194.1,"No"
0,"No","No",10,"No","DSL","Yes","Mailed check",638.95,"Yes"
1,"No","Yes",40,"No","DSL","Yes","Mailed check",2139.2,"Yes"
0,"No","Yes",13,"No","DSL","No","Credit card (automatic)",831.75,"Yes"
1,"No","No",6,"Yes","Fiber optic","Yes","Electronic check",521.3,"Yes"
0,"Yes","No",66,"Yes","Fiber optic","Yes","Credit card (automatic)",7181.95,"No"
1,"No","No",11,"Yes","DSL","No","Electronic check",608,"Yes"
0,"No","Yes",46,"No","DSL","No","Mailed check",2560.1,"No"
1,"No","No",6,"No","Fiber optic","No","Electronic check",577.6,"Yes"
0,"No","Yes",56,"Yes","Fiber optic","Yes","Mailed check",5953,"Yes"
0,"No","Yes",33,"Yes","DSL","Yes","Electronic check",2531.4,"No"
0,"No","Yes",72,"Yes","DSL","No","Credit card (automatic)",4760.3,"No"
1,"No","No",3,"Yes","Fiber optic","Yes","Electronic check",292.85,"Yes"
0,"No","Yes",19,"No","DSL","No","Mailed check",953.65,"Yes"
1,"Yes","No",5,"No_phone_service","DSL","No","Electronic check",198,"Yes"
0,"No","No",71,"No","DSL","Yes","Credit card (automatic)",5705.05,"No"
1,"No","No",8,"No","Fiber optic","Yes","Electronic check",609.9,"Yes"
1,"No","No",1,"No","Fiber optic","Yes","Electronic check",79.65,"Yes"
0,"No","No",61,"Yes","Fiber optic","Yes","Mailed check",6993.65,"No"
0,"No","Yes",71,"No_phone_service","DSL","No","Bank transfer (automatic)",4122.65,"No"
0,"No","No",68,"Yes","Fiber optic","No","Credit card (automatic)",5762.95,"No"
0,"No","No",46,"No_phone_service","DSL","No","Credit card (automatic)",1537.85,"No"
0,"No","No",33,"Yes","Fiber optic","No","Bank transfer (automatic)",2603.3,"No"
0,"No","Yes",53,"Yes","Fiber optic","Yes","Bank transfer (automatic)",5566.4,"No"
0,"Yes","No",50,"Yes","Fiber optic","No","Bank transfer (automatic)",5431.9,"Yes"
0,"No","No",57,"No_phone_service","DSL","Yes","Credit card (automatic)",2258.25,"No"
0,"Yes","No",60,"Yes","Fiber optic","Yes","Electronic check",6401.25,"Yes"
1,"Yes","No",28,"Yes","Fiber optic","Yes","Credit card (automatic)",2812.2,"Yes"
1,"No","Yes",1,"No","Fiber optic","Yes","Mailed check",80.05,"Yes"
1,"No","Yes",29,"Yes","Fiber optic","Yes","Electronic check",2698.35,"Yes"
0,"No","Yes",10,"No","DSL","Yes","Electronic check",616.9,"Yes"
0,"No","Yes",43,"No_phone_service","DSL","Yes","Electronic check",1912.85,"Yes"
0,"Yes","No",13,"No","Fiber optic","No","Bank transfer (automatic)",849.1,"Yes"
0,"No","No",43,"No","DSL","Yes","Electronic check",3460.3,"No"
1,"No","Yes",19,"Yes","Fiber optic","Yes","Electronic check",1465.75,"Yes"
0,"No","Yes",1,"No","Fiber optic","Yes","Electronic check",90.1,"Yes"
0,"No","No",69,"No","DSL","Yes","Credit card (automatic)",5555.3,"No"
0,"No","No",43,"Yes","DSL","No","Bank transfer (automatic)",2907.35,"Yes"
1,"No","No",1,"No","DSL","No","Mailed check",51.25,"Yes"
0,"No","No",56,"No","Fiber optic","No","Mailed check",4952.95,"Yes"
0,"No","No",70,"No_phone_service","DSL","No","Bank transfer (automatic)",4504.9,"No"
1,"No","No",1,"No","DSL","Yes","Electronic check",45.6,"Yes"
0,"No","Yes",49,"Yes","Fiber optic","Yes","Electronic check",4520.15,"No"
1,"No","No",6,"No","DSL","Yes","Bank transfer (automatic)",267.35,"Yes"
0,"No","Yes",32,"No","DSL","No","Mailed check",2316.85,"No"
0,"Yes","No",72,"Yes","Fiber optic","Yes","Mailed check",8075.35,"No"
0,"No","Yes",37,"No","DSL","No","Credit card (automatic)",2302.35,"No"
0,"No","No",69,"No","Fiber optic","Yes","Credit card (automatic)",7251.9,"No"
0,"No","No",26,"No","DSL","No","Bank transfer (automatic)",2078.55,"Yes"
0,"No","Yes",58,"Yes","Fiber optic","Yes","Credit card (automatic)",6225.4,"No"
0,"No","No",24,"Yes","DSL","No","Bank transfer (automatic)",1242.25,"No"
0,"No","No",55,"Yes","DSL","Yes","Credit card (automatic)",3462.1,"No"
1,"No","No",25,"No_phone_service","DSL","Yes","Bank transfer (automatic)",853,"Yes"
1,"Yes","No",10,"No","Fiber optic","Yes","Mailed check",934.1,"Yes"
0,"No","Yes",44,"No_phone_service","DSL","Yes","Credit card (automatic)",2375.2,"No"
0,"No","No",47,"No","DSL","Yes","Mailed check",2813.05,"No"
1,"No","Yes",13,"No","Fiber optic","No","Electronic check",1222.8,"Yes"
1,"No","Yes",49,"Yes","Fiber optic","Yes","Bank transfer (automatic)",5293.2,"No"
0,"No","No",64,"No","Fiber optic","Yes","Mailed check",6314.35,"No"
0,"No","No",20,"No","DSL","No","Mailed check",1003.05,"Yes"
0,"No","No",37,"No_phone_service","DSL","No","Electronic check",1593.1,"No"
0,"No","Yes",30,"Yes","Fiber optic","No","Electronic check",2509.95,"Yes"
0,"No","No",38,"Yes","DSL","No","Bank transfer (automatic)",3187.65,"No"
1,"Yes","No",1,"Yes","Fiber optic","Yes","Mailed check",74.45,"Yes"
1,"No","No",37,"No","DSL","Yes","Electronic check",2345.2,"Yes"
0,"No","No",52,"No_phone_service","DSL","No","Credit card (automatic)",3330.1,"No"
0,"No","Yes",71,"No","DSL","Yes","Credit card (automatic)",5522.7,"No"
1,"No","No",26,"No","Fiber optic","No","Electronic check",2335.3,"Yes"
0,"No","No",66,"Yes","DSL","Yes","Credit card (automatic)",4798.4,"No"
0,"No","No",72,"Yes","Fiber optic","Yes","Credit card (automatic)",8594.4,"No"
0,"No","Yes",25,"No_phone_service","DSL","Yes","Credit card (automatic)",970.55,"No"
0,"No","Yes",69,"Yes","Fiber optic","Yes","Bank transfer (automatic)",7665.8,"No"
0,"No","Yes",53,"Yes","DSL","No","Bank transfer (automatic)",3686.05,"No"
1,"No","No",12,"No","Fiber optic","No","Mailed check",1115.15,"No"
0,"No","No",26,"No","Fiber optic","Yes","Electronic check",2537,"Yes"
0,"No","No",21,"No","DSL","No","Mailed check",1393.6,"Yes"
0,"No","Yes",1,"No","Fiber optic","Yes","Electronic check",89.35,"Yes"
0,"No","No",48,"Yes","Fiber optic","Yes","Electronic check",4445.3,"Yes"
0,"No","No",26,"No_phone_service","DSL","No","Credit card (automatic)",978.6,"No"
1,"Yes","No",10,"No_phone_service","DSL","Yes","Electronic check",291.4,"Yes"
1,"No","Yes",5,"Yes","Fiber optic","Yes","Electronic check",453.75,"Yes"
1,"No","No",18,"Yes","Fiber optic","Yes","Credit card (automatic)",1597.25,"Yes"
0,"No","Yes",66,"No","DSL","Yes","Electronic check",3996.8,"No"
0,"No","Yes",65,"Yes","DSL","Yes","Bank transfer (automatic)",5215.1,"No"
1,"Yes","No",3,"No","Fiber optic","Yes","Electronic check",235.5,"Yes"
0,"No","Yes",16,"Yes","Fiber optic","Yes","Bank transfer (automatic)",1442.2,"Yes"
1,"No","No",54,"Yes","Fiber optic","Yes","Bank transfer (automatic)",5639.05,"No"
0,"Yes","No",50,"Yes","Fiber optic","Yes","Electronic check",5222.35,"Yes"
0,"No","No",71,"No","Fiber optic","Yes","Electronic check",7291.75,"No"
1,"No","No",10,"Yes","Fiber optic","Yes","Electronic check",799.65,"Yes"
1,"No","No",1,"No","DSL","Yes","Electronic check",50.8,"Yes"
0,"No","No",4,"No","DSL","Yes","Electronic check",249.4,"Yes"
0,"No","Yes",58,"Yes","DSL","No","Mailed check",4415.75,"No"
0,"No","No",56,"Yes","Fiber optic","Yes","Electronic check",5270.6,"No"
1,"No","No",2,"No","Fiber optic","Yes","Electronic check",144.55,"Yes"
1,"No","No",32,"Yes","Fiber optic","Yes","Electronic check",2447.95,"Yes"
0,"No","Yes",56,"No_phone_service","DSL","Yes","Mailed check",2884.9,"No"
1,"No","No",36,"Yes","Fiber optic","Yes","Electronic check",3050.15,"Yes"
0,"No","No",4,"Yes","DSL","Yes","Mailed check",253,"Yes"
1,"No","No",53,"Yes","Fiber optic","No","Bank transfer (automatic)",4517.25,"Yes"
0,"No","No",10,"No","DSL","Yes","Credit card (automatic)",436.2,"Yes"
0,"No","No",4,"No_phone_service","DSL","No","Electronic check",118.4,"Yes"
0,"No","No",51,"No","Fiber optic","No","Mailed check",3649.6,"Yes"
1,"Yes","No",12,"Yes","Fiber optic","Yes","Electronic check",1200.15,"Yes"
0,"No","No",6,"No_phone_service","DSL","Yes","Mailed check",255.6,"No"
0,"No","Yes",63,"No_phone_service","DSL","No","Bank transfer (automatic)",2395.05,"No"
1,"No","No",1,"No","Fiber optic","Yes","Electronic check",70.6,"Yes"
0,"No","No",48,"Yes","Fiber optic","Yes","Credit card (automatic)",5083.55,"Yes"
1,"No","No",5,"No","Fiber optic","Yes","Credit card (automatic)",389.6,"Yes"
1,"No","No",6,"No","Fiber optic","Yes","Electronic check",523.5,"Yes"
0,"No","No",33,"No","Fiber optic","Yes","Bank transfer (automatic)",2406.1,"Yes"
0,"No","Yes",54,"Yes","DSL","Yes","Electronic check",4524.05,"Yes"
0,"No","No",46,"No","Fiber optic","Yes","Credit card (automatic)",4664.2,"No"
0,"No","Yes",34,"Yes","Fiber optic","Yes","Electronic check",3470.8,"No"
0,"No","Yes",71,"Yes","Fiber optic","Yes","Electronic check",6910.3,"No"
0,"No","Yes",63,"No","DSL","No","Mailed check",4014.2,"No"
1,"Yes","No",26,"Yes","Fiber optic","Yes","Electronic check",2277.65,"Yes"
0,"No","No",64,"No","Fiber optic","Yes","Bank transfer (automatic)",6375.8,"No"
1,"Yes","No",1,"No_phone_service","DSL","Yes","Electronic check",24.8,"Yes"
0,"Yes","No",61,"Yes","Fiber optic","Yes","Bank transfer (automatic)",5251.75,"No"
0,"No","No",15,"No","Fiber optic","Yes","Credit card (automatic)",1505.45,"Yes"
1,"No","No",64,"Yes","Fiber optic","Yes","Credit card (automatic)",6903.1,"No"
0,"No","No",18,"Yes","DSL","Yes","Electronic check",913.3,"Yes"
0,"No","Yes",57,"No","Fiber optic","Yes","Electronic check",5535.8,"No"
0,"No","Yes",14,"No","DSL","Yes","Bank transfer (automatic)",815.55,"No"
0,"Yes","No",18,"Yes","Fiber optic","Yes","Credit card (automatic)",1411.65,"Yes"
0,"Yes","No",72,"Yes","Fiber optic","No","Bank transfer (automatic)",5602.25,"No"
0,"No","No",70,"Yes","Fiber optic","No","Credit card (automatic)",8244.3,"No"
0,"No","Yes",68,"No","DSL","No","Credit card (automatic)",4375.8,"No"
1,"No","No",13,"No","Fiber optic","Yes","Electronic check",1008.7,"Yes"
0,"Yes","No",65,"Yes","Fiber optic","Yes","Credit card (automatic)",5968.4,"No"
0,"No","No",30,"Yes","Fiber optic","No","Electronic check",3096.9,"Yes"
0,"No","No",51,"Yes","DSL","Yes","Bank transfer (automatic)",3901.25,"No"
0,"No","No",31,"Yes","Fiber optic","Yes","Credit card (automatic)",2613.4,"Yes"
1,"No","No",9,"No","Fiber optic","No","Electronic check",853.1,"Yes"
0,"No","Yes",72,"Yes","DSL","Yes","Bank transfer (automatic)",5661.7,"No"
1,"No","No",10,"Yes","DSL","Yes","Credit card (automatic)",794.25,"Yes"
1,"No","No",2,"No","DSL","No","Electronic check",160.8,"Yes"
0,"No","No",55,"No","Fiber optic","Yes","Mailed check",5552.05,"No"
0,"No","Yes",33,"Yes","Fiber optic","Yes","Bank transfer (automatic)",3275.15,"Yes"
0,"No","Yes",46,"No","Fiber optic","No","Bank transfer (automatic)",4236.6,"No"
0,"No","Yes",1,"No","DSL","No","Electronic check",54.5,"Yes"
1,"Yes","No",20,"Yes","DSL","Yes","Mailed check",1174.35,"Yes"
1,"No","No",9,"No","Fiber optic","Yes","Electronic check",741.7,"Yes"
1,"Yes","No",32,"Yes","Fiber optic","Yes","Credit card (automatic)",3019.25,"Yes"
0,"No","Yes",19,"No","DSL","Yes","Bank transfer (automatic)",962.9,"Yes"
1,"No","No",70,"Yes","DSL","No","Credit card (automatic)",4759.75,"No"
0,"No","No",26,"No","DSL","No","Electronic check",1233.15,"Yes"
0,"No","No",45,"Yes","Fiber optic","Yes","Bank transfer (automatic)",4882.8,"Yes"
0,"No","Yes",62,"Yes","Fiber optic","Yes","Credit card (automatic)",5411.65,"No"
0,"No","No",3,"No","DSL","No","Mailed check",148.05,"Yes"
0,"No","Yes",41,"Yes","Fiber optic","Yes","Bank transfer (automatic)",3930.55,"No"
0,"No","Yes",67,"No","Fiber optic","No","Bank transfer (automatic)",6895.5,"No"
1,"No","No",1,"Yes","Fiber optic","Yes","Mailed check",84.65,"Yes"
0,"No","No",71,"Yes","Fiber optic","No","Mailed check",6856.95,"No"
0,"No","Yes",37,"No","DSL","No","Bank transfer (automatic)",2658.8,"No"
0,"No","No",60,"No","DSL","Yes","Mailed check",3766.2,"No"
1,"Yes","No",1,"No","Fiber optic","Yes","Electronic check",69.55,"Yes"
1,"No","No",13,"No_phone_service","DSL","Yes","Electronic check",347.25,"Yes"
0,"No","Yes",11,"No","DSL","No","Bank transfer (automatic)",581.7,"Yes"
1,"No","No",7,"No","DSL","Yes","Mailed check",354.05,"Yes"
0,"No","Yes",10,"No","Fiber optic","Yes","Electronic check",929.45,"Yes"
0,"No","No",62,"No","DSL","Yes","Mailed check",3846.75,"No"
0,"No","No",64,"Yes","DSL","Yes","Mailed check",4480.7,"No"
1,"No","Yes",1,"No","DSL","Yes","Bank transfer (automatic)",44.35,"Yes"
0,"No","No",26,"No","DSL","Yes","Mailed check",1553.2,"No"
0,"No","No",53,"Yes","Fiber optic","No","Mailed check",5311.85,"No"
1,"No","No",7,"No","Fiber optic","Yes","Electronic check",586.05,"Yes"
0,"No","No",33,"No","Fiber optic","Yes","Credit card (automatic)",2576.8,"Yes"
0,"Yes","No",71,"No","Fiber optic","No","Credit card (automatic)",6435.25,"No"
0,"No","No",29,"Yes","Fiber optic","Yes","Electronic check",1993.25,"Yes"
0,"No","Yes",24,"Yes","DSL","No","Bank transfer (automatic)",1923.85,"Yes"
